,name,lng,lat,oficina_principal,totalOffices,category_code,number_of_employees,founded_year,total_money_raised,ciudad
1411,Wigadoo,-0.0944873,51.5016514,"{'type': 'Point', 'coordinates': [-0.0944873, 51.5016514]}",1,web,5,2007.0,0.0,London
1412,Xcerion,15.626481,58.408922,"{'type': 'Point', 'coordinates': [15.626481, 58.408922]}",1,enterprise,10,2001.0,15300000.0,Linkoping
1413,Geekdom,151.208584,-33.860404,"{'type': 'Point', 'coordinates': [151.208584, -33.860404]}",1,web,50,2008.0,0.0,Sydney
1414,InsideView,-122.402021,37.764169,"{'type': 'Point', 'coordinates': [-122.402021, 37.764169]}",1,enterprise,150,2005.0,56500000.0,San Francisco
1415,ZapTXT,-122.089951,37.42339,"{'type': 'Point', 'coordinates': [-122.089951, 37.42339]}",1,enterprise,3,2006.0,0.0,Mountain View
1416,Lolz,-73.993274,40.743563,"{'type': 'Point', 'coordinates': [-73.993274, 40.743563]}",1,web,10,2007.0,0.0,New York
1417,Advantia VoIP Systems,-123.367259,48.4275,"{'type': 'Point', 'coordinates': [-123.367259, 48.4275]}",1,mobile,3,2006.0,0.0,"Victoria, BC"
1418,GrowVotes,-76.447526,39.048261,"{'type': 'Point', 'coordinates': [-76.447526, 39.048261]}",2,network_hosting,4,2007.0,0.0,Annapolis
1419,ListensToYou,-73.9884,40.731392,"{'type': 'Point', 'coordinates': [-73.9884, 40.731392]}",1,advertising,3,2007.0,0.0,New York
1420,1915 Studios,-73.639076,45.545447,"{'type': 'Point', 'coordinates': [-73.639076, 45.545447]}",1,web,2,2004.0,0.0,Oklahoma City
1421,Ecordia,-96.831365,32.980134,"{'type': 'Point', 'coordinates': [-96.831365, 32.980134]}",1,advertising,8,2007.0,0.0,Addison
1422,MYSTYLEPOST,-73.989622,40.754901,"{'type': 'Point', 'coordinates': [-73.989622, 40.754901]}",1,network_hosting,6,2007.0,0.0,New York
1423,CityTrex,-81.094231,32.080963,"{'type': 'Point', 'coordinates': [-81.094231, 32.080963]}",1,public_relations,11,2007.0,0.0,Savannah
1424,Sonibyte,-73.950845,40.769466,"{'type': 'Point', 'coordinates': [-73.950845, 40.769466]}",1,web,4,2006.0,0.0,New York
1425,Lat49,-123.120893,49.275332,"{'type': 'Point', 'coordinates': [-123.120893, 49.275332]}",1,advertising,24,2007.0,3800000.0,"Vancouver, BC"
1426,TDI,-111.901337,33.642529,"{'type': 'Point', 'coordinates': [-111.901337, 33.642529]}",1,software,100,1983.0,0.0,Scottsdale
1427,Dojo Learning,-97.190112,49.883712,"{'type': 'Point', 'coordinates': [-97.190112, 49.883712]}",1,enterprise,2,2008.0,0.0,Winnipeg
1428,Jibe Mobile,-122.0937686,37.4186097,"{'type': 'Point', 'coordinates': [-122.0937686, 37.4186097]}",1,mobile,10,2006.0,9100000.0,Mountain View
1429,Celsias,174.775566,-41.282064,"{'type': 'Point', 'coordinates': [174.775566, -41.282064]}",1,public_relations,7,2006.0,500000.0,Wellington
1430,LoudClick,-93.288479,44.86495,"{'type': 'Point', 'coordinates': [-93.288479, 44.86495]}",1,software,9,2006.0,600000.0,St Paul
1431,AdOn Network,-111.9600942,33.445096,"{'type': 'Point', 'coordinates': [-111.9600942, 33.445096]}",2,advertising,50,1999.0,0.0,Tempe
1432,EdjWonders,12.447348,41.967693,"{'type': 'Point', 'coordinates': [12.447348, 41.967693]}",1,advertising,3,,0.0,Rome
1433,Roll A Name,-73.639076,45.545447,"{'type': 'Point', 'coordinates': [-73.639076, 45.545447]}",1,network_hosting,2,2006.0,0.0,Montreal
1434,Blueprint Software Systems,-79.381254,43.65101,"{'type': 'Point', 'coordinates': [-79.381254, 43.65101]}",1,enterprise,100,2004.0,30200000.0,Toronto
1435,Tikatok,-71.246417,42.45848,"{'type': 'Point', 'coordinates': [-71.246417, 42.45848]}",1,web,6,2007.0,0.0,Lexington
1436,BitRock,-122.274771,37.78424,"{'type': 'Point', 'coordinates': [-122.274771, 37.78424]}",1,software,20,2009.0,0.0,Alameda
1437,BuiltWith,151.28804,-33.797144,"{'type': 'Point', 'coordinates': [151.28804, -33.797144]}",1,analytics,4,2007.0,0.0,Manly
1438,GENNIT,151.505125,-33.329799,"{'type': 'Point', 'coordinates': [151.505125, -33.329799]}",1,web,1,2007.0,0.0,Manly
1439,Faulkner Technologies,-71.070322,42.351137,"{'type': 'Point', 'coordinates': [-71.070322, 42.351137]}",2,enterprise,12,2004.0,0.0,Boston
1440,MyTickets,151.207016,-33.871062,"{'type': 'Point', 'coordinates': [151.207016, -33.871062]}",1,web,20,2005.0,0.0,Sydney
1441,Sport Interactiva,-75.197465,39.951053,"{'type': 'Point', 'coordinates': [-75.197465, 39.951053]}",1,games_video,4,2007.0,0.0,Philadelphia
1442,Are You Watching This?!,-97.737368,30.292804,"{'type': 'Point', 'coordinates': [-97.737368, 30.292804]}",1,software,1,2006.0,0.0,Austin
1443,CrestaTech,-121.980186,37.383368,"{'type': 'Point', 'coordinates': [-121.980186, 37.383368]}",1,software,40,2005.0,20900000.0,Santa Clara
1444,Idea Shower,-93.264351,44.977482,"{'type': 'Point', 'coordinates': [-93.264351, 44.977482]}",1,public_relations,1,2007.0,2300000.0,Minneapolis
1445,Xilinus,-1.611882,48.10583,"{'type': 'Point', 'coordinates': [-1.611882, 48.10583]}",1,web,2,2008.0,0.0,Cesson SÃ©vignÃ©
1446,ORELIA,2.701038,48.407483,"{'type': 'Point', 'coordinates': [2.701038, 48.407483]}",2,software,5,2007.0,0.0,Fontainebleau
1447,Oliomap,6.124429,46.236895,"{'type': 'Point', 'coordinates': [6.124429, 46.236895]}",1,web,1,2007.0,0.0,Grand-Saconnex
1448,FunMobility,-121.8958879,37.6871001,"{'type': 'Point', 'coordinates': [-121.8958879, 37.6871001]}",1,mobile,51,1999.0,0.0,Pleasanton
1449,MyMart,-0.157333,51.541937,"{'type': 'Point', 'coordinates': [-0.157333, 51.541937]}",1,mobile,4,2006.0,0.0,London
1450,Pixy Ltd,-0.742987,51.508466,"{'type': 'Point', 'coordinates': [-0.742987, 51.508466]}",1,web,3,2006.0,62841.07361898009,Maidenhead
1451,Hoteliers,4.920582,52.376792,"{'type': 'Point', 'coordinates': [4.920582, 52.376792]}",1,web,10,2005.0,0.0,Amsterdam
1452,CheckinSooner,-97.501211,35.232099,"{'type': 'Point', 'coordinates': [-97.501211, 35.232099]}",1,web,1,2006.0,0.0,Norman
1453,NameMedia,-71.260509,42.389557,"{'type': 'Point', 'coordinates': [-71.260509, 42.389557]}",1,advertising,150,2005.0,0.0,Waltham
1454,Vitalist,-96.634389,32.909188,"{'type': 'Point', 'coordinates': [-96.634389, 32.909188]}",1,software,3,2007.0,0.0,Garland
1455,RIM Systems,-93.027461,45.051143,"{'type': 'Point', 'coordinates': [-93.027461, 45.051143]}",1,web,1,2005.0,0.0,St Paul
1456,NOLOH,-73.9674,40.762975,"{'type': 'Point', 'coordinates': [-73.9674, 40.762975]}",1,software,9,2005.0,0.0,New York
1457,SensorWave,-117.266749,33.103252,"{'type': 'Point', 'coordinates': [-117.266749, 33.103252]}",2,public_relations,25,,1000000.0,Carlsbad
1458,GSA Technology Council,-82.3981019,34.8526215,"{'type': 'Point', 'coordinates': [-82.3981019, 34.8526215]}",1,other,1,2002.0,0.0,Greenville
1459,BountyJobs,-73.97917,40.754211,"{'type': 'Point', 'coordinates': [-73.97917, 40.754211]}",1,web,45,2006.0,29800000.0,New York
1460,Clutterme,-79.386755,43.670233,"{'type': 'Point', 'coordinates': [-79.386755, 43.670233]}",1,web,2,2007.0,0.0,Toronto
1461,Xerox,-82.616032,41.256052,"{'type': 'Point', 'coordinates': [-82.616032, 41.256052]}",1,hardware,57400,1906.0,1100000000.0,Norwalk
1462,Keibi Technologies,-122.402759,37.787646,"{'type': 'Point', 'coordinates': [-122.402759, 37.787646]}",1,software,30,2006.0,5000000.0,San Francisco
1463,Tubu Internet Solutions,-79.903706,40.385094,"{'type': 'Point', 'coordinates': [-79.903706, 40.385094]}",1,network_hosting,5,1998.0,0.0,Munhall
1464,Mapping Specialists,-89.40586,43.032833,"{'type': 'Point', 'coordinates': [-89.40586, 43.032833]}",1,consulting,20,1984.0,0.0,Fitchburg/Madison
1465,Addesso,-75.288083,39.947465,"{'type': 'Point', 'coordinates': [-75.288083, 39.947465]}",1,web,5,,0.0,Drexel Hill
1466,Infinimedia,-80.241288,25.729238,"{'type': 'Point', 'coordinates': [-80.241288, 25.729238]}",1,consulting,8,1997.0,0.0,Coconut Grove
1467,AdParlor,-79.4418543,43.8356434,"{'type': 'Point', 'coordinates': [-79.4418543, 43.8356434]}",6,advertising,300,2008.0,0.0,"Toronto, Ontario"
1468,Alereon,-97.78192,30.375563,"{'type': 'Point', 'coordinates': [-97.78192, 30.375563]}",1,semiconductor,75,2003.0,73000000.0,Austin
1469,Samba Tech,-43.954223,-19.815731,"{'type': 'Point', 'coordinates': [-43.954223, -19.815731]}",1,enterprise,60,2005.0,3000000.0,Belo Horizonte
1470,Bragosphere,-112.051346,33.64873,"{'type': 'Point', 'coordinates': [-112.051346, 33.64873]}",1,games_video,3,2008.0,0.0,Phoenix
1471,Farallon Geographics,-122.4001578,37.7878037,"{'type': 'Point', 'coordinates': [-122.4001578, 37.7878037]}",1,consulting,11,1997.0,0.0,San Francisco
1472,Feedity,144.970823,-37.813339,"{'type': 'Point', 'coordinates': [144.970823, -37.813339]}",1,web,3,,0.0,Melbourne
1473,BuiBase,-83.163694,42.651582,"{'type': 'Point', 'coordinates': [-83.163694, 42.651582]}",1,enterprise,5,2005.0,0.0,Rochester Hills
1474,Ensign Technologies,-93.302443,37.207262,"{'type': 'Point', 'coordinates': [-93.302443, 37.207262]}",1,consulting,2,2004.0,0.0,Springfield
1475,K12Portal,-122.267654,37.494965,"{'type': 'Point', 'coordinates': [-122.267654, 37.494965]}",1,software,3,2007.0,0.0,San Carlos
1476,VBS TV,-73.957968,40.720764,"{'type': 'Point', 'coordinates': [-73.957968, 40.720764]}",1,games_video,100,2006.0,10000000.0,Brooklyn
1477,EzineArticles,-88.0199,44.5195,"{'type': 'Point', 'coordinates': [-88.0199, 44.5195]}",1,advertising,50,1999.0,0.0,Green Bay
1478,tolmolbol,78.444474,17.413687,"{'type': 'Point', 'coordinates': [78.444474, 17.413687]}",1,ecommerce,20,2007.0,0.0,Hyderabad
1479,Imagekind,-122.357317,47.617732,"{'type': 'Point', 'coordinates': [-122.357317, 47.617732]}",1,web,26,2006.0,2600000.0,Raleigh
1480,Nulaz,4.863604,52.354098,"{'type': 'Point', 'coordinates': [4.863604, 52.354098]}",1,mobile,10,2007.0,0.0,Amsterdam
1481,Aloqa,11.5677288,48.1281209,"{'type': 'Point', 'coordinates': [11.5677288, 48.1281209]}",2,mobile,14,2007.0,1500000.0,Munich
1482,Roottori,24.928348,60.165964,"{'type': 'Point', 'coordinates': [24.928348, 60.165964]}",1,mobile,7,2005.0,0.0,Helsinki
1483,oybuzz,-79.4242645,43.874167,"{'type': 'Point', 'coordinates': [-79.4242645, 43.874167]}",1,consulting,5,2008.0,0.0,Richmond Hill
1484,Rui Peixeiro,-7.469215,40.29416,"{'type': 'Point', 'coordinates': [-7.469215, 40.29416]}",1,web,1,2007.0,0.0,CovilhÃ£
1485,NextAdvisor,-122.4728,37.789335,"{'type': 'Point', 'coordinates': [-122.4728, 37.789335]}",1,other,10,2006.0,0.0,San Francisco
1486,Overstream,-122.402859,37.791391,"{'type': 'Point', 'coordinates': [-122.402859, 37.791391]}",1,games_video,3,2006.0,0.0,San Francisco
1487,Talent Gurus,-95.230789,30.050837,"{'type': 'Point', 'coordinates': [-95.230789, 30.050837]}",1,consulting,500,,0.0,Houston
1488,Yovia,-81.4128706,30.3592737,"{'type': 'Point', 'coordinates': [-81.4128706, 30.3592737]}",1,web,25,2006.0,300000.0,Atlantic Beach
1489,PodOmatic,-122.396506,37.776271,"{'type': 'Point', 'coordinates': [-122.396506, 37.776271]}",1,web,4,2005.0,0.0,San Francisco
1490,CreActivity Focus,-77.0551909,-12.0805011,"{'type': 'Point', 'coordinates': [-77.0551909, -12.0805011]}",1,web,10,2008.0,0.0,Lima
1491,Info-Tech Assist,-81.102862,33.615428,"{'type': 'Point', 'coordinates': [-81.102862, 33.615428]}",1,consulting,5,2004.0,0.0,
1492,GoAntiques,-83.113588,40.101844,"{'type': 'Point', 'coordinates': [-83.113588, 40.101844]}",1,web,17,1995.0,0.0,Dublin
1493,FileMaker,-121.983146,37.406456,"{'type': 'Point', 'coordinates': [-121.983146, 37.406456]}",1,software,350,1998.0,0.0,Santa Clara
1494,Yaika,24.768664,59.437214,"{'type': 'Point', 'coordinates': [24.768664, 59.437214]}",1,games_video,26,2008.0,0.0,Tallinn
1495,NativeBroadcast,-77.056079,39.22093,"{'type': 'Point', 'coordinates': [-77.056079, 39.22093]}",1,software,2,2005.0,0.0,Brookeville
1496,Applied Operations,-122.4186,37.7753,"{'type': 'Point', 'coordinates': [-122.4186, 37.7753]}",1,consulting,4,2006.0,0.0,San Francisco
1497,Sabre Travel Network,-97.1602522,32.9833621,"{'type': 'Point', 'coordinates': [-97.1602522, 32.9833621]}",1,travel,4500,1960.0,0.0,Southlake
1498,MarkLogic,-122.246867,37.506272,"{'type': 'Point', 'coordinates': [-122.246867, 37.506272]}",1,enterprise,240,2003.0,71200000.0,San Carlos
1499,SYSCOM,-3.899508,40.553845,"{'type': 'Point', 'coordinates': [-3.899508, 40.553845]}",1,software,30,1995.0,0.0,Las Rozas
1500,Venkat Mangudi Consulting,77.590524,12.909735,"{'type': 'Point', 'coordinates': [77.590524, 12.909735]}",1,consulting,12,,0.0,Bangalore
1501,Next Limit,-3.650703,40.455219,"{'type': 'Point', 'coordinates': [-3.650703, 40.455219]}",1,software,50,1998.0,0.0,Madrid
1502,Bluedog,-77.031194,38.994517,"{'type': 'Point', 'coordinates': [-77.031194, 38.994517]}",2,software,25,1998.0,0.0,Silver Spring
1503,Gammoth,-89.392284,43.027277,"{'type': 'Point', 'coordinates': [-89.392284, 43.027277]}",1,mobile,10,2000.0,0.0,Madison
1504,Freeportway,-71.057598,42.305997,"{'type': 'Point', 'coordinates': [-71.057598, 42.305997]}",2,software,3,2000.0,0.0,Boston
1505,Slife Labs,-84.362696,33.786384,"{'type': 'Point', 'coordinates': [-84.362696, 33.786384]}",1,advertising,2,2006.0,0.0,Atlanta
1506,Unspace Interactive,-79.394974,43.649036,"{'type': 'Point', 'coordinates': [-79.394974, 43.649036]}",1,mobile,10,2005.0,0.0,Toronto
1507,MisterContact,6.142794,46.198601,"{'type': 'Point', 'coordinates': [6.142794, 46.198601]}",1,web,5,,0.0,Geneva
1508,Flimp Media,-71.51888,42.228946,"{'type': 'Point', 'coordinates': [-71.51888, 42.228946]}",1,software,15,2006.0,0.0,Hopkinton
1509,Tinbu,-87.28938,30.396918,"{'type': 'Point', 'coordinates': [-87.28938, 30.396918]}",1,public_relations,15,2006.0,0.0,Pensacola
1510,Union Street Media,-73.207641,44.468055,"{'type': 'Point', 'coordinates': [-73.207641, 44.468055]}",1,ecommerce,20,1999.0,0.0,Burlington
1511,Forvo,-1.9820361,43.3135579,"{'type': 'Point', 'coordinates': [-1.9820361, 43.3135579]}",1,web,4,2008.0,0.0,San Sebastián
1512,Manticore Technology,-97.743141,30.382168,"{'type': 'Point', 'coordinates': [-97.743141, 30.382168]}",1,software,25,2001.0,0.0,Austin
1513,Alcance Media Group,-122.401942,37.791068,"{'type': 'Point', 'coordinates': [-122.401942, 37.791068]}",1,advertising,12,2007.0,0.0,San Francisco
1514,Blue Sky Technologies,-96.9932926,32.9844884,"{'type': 'Point', 'coordinates': [-96.9932926, 32.9844884]}",1,software,5,2005.0,0.0,Coppell
1515,My Damn Channel,-73.988543,40.754762,"{'type': 'Point', 'coordinates': [-73.988543, 40.754762]}",2,games_video,10,2007.0,8660000.0,New York
1516,Uprizer Labs,-97.710481,30.291391,"{'type': 'Point', 'coordinates': [-97.710481, 30.291391]}",1,software,5,2008.0,0.0,Austin
1517,Photobucket,-122.332085,47.601803,"{'type': 'Point', 'coordinates': [-122.332085, 47.601803]}",1,web,100,2003.0,33700000.0,Denver
1518,Cleartrip,72.8367776,18.9978594,"{'type': 'Point', 'coordinates': [72.8367776, 18.9978594]}",1,travel,500,2006.0,51000000.0,Mumbai
1519,Tatango,-122.6242375,48.8784787,"{'type': 'Point', 'coordinates': [-122.6242375, 48.8784787]}",1,mobile,5,2007.0,245000.0,Bellingham
1520,Mezmeriz,-76.458553,42.485193,"{'type': 'Point', 'coordinates': [-76.458553, 42.485193]}",1,hardware,10,2006.0,2100000.0,Ithaca
1521,JLOOP Rich Media,-118.186907,33.769519,"{'type': 'Point', 'coordinates': [-118.186907, 33.769519]}",1,web,15,2000.0,0.0,Long Beach
1522,Troux Technologies,-97.810484,30.381525,"{'type': 'Point', 'coordinates': [-97.810484, 30.381525]}",3,enterprise,100,2001.0,33900000.0,Austin
1523,TimeLapse mobile,-122.532658,38.068295,"{'type': 'Point', 'coordinates': [-122.532658, 38.068295]}",1,software,5,2006.0,0.0,Novato
1524,"Express Employment Professionals-Denton, TX",-97.120587,33.200761,"{'type': 'Point', 'coordinates': [-97.120587, 33.200761]}",2,consulting,10,1982.0,0.0,Denton
1525,Ounce Labs,-71.255855,42.393662,"{'type': 'Point', 'coordinates': [-71.255855, 42.393662]}",1,software,60,2002.0,13500000.0,Waltham
1526,Zigabid,-118.209263,34.208304,"{'type': 'Point', 'coordinates': [-118.209263, 34.208304]}",1,web,10,2006.0,1000000.0,La Canada
1527,InThrMa,-122.239864,37.810448,"{'type': 'Point', 'coordinates': [-122.239864, 37.810448]}",1,software,3,2007.0,10000.0,Oakland
1528,Jobitorial,-71.14257,42.32647,"{'type': 'Point', 'coordinates': [-71.14257, 42.32647]}",1,web,1,2004.0,0.0,Brookline
1529,DailyCaption,-122.1632941,37.4441726,"{'type': 'Point', 'coordinates': [-122.1632941, 37.4441726]}",1,web,2,2007.0,0.0,Palo Alto
1530,Myngle,4.912106,52.354525,"{'type': 'Point', 'coordinates': [4.912106, 52.354525]}",1,education,17,2007.0,2100000.0,Amsterdam
1531,JumpForward,-87.623923,41.857204,"{'type': 'Point', 'coordinates': [-87.623923, 41.857204]}",1,software,30,2010.0,0.0,Chicago
1532,Nortel Networks,-79.5589112,43.6269669,"{'type': 'Point', 'coordinates': [-79.5589112, 43.6269669]}",1,mobile,30307,1914.0,0.0,"Toronto, ON"
1533,DocVerify,-117.821661,33.661515,"{'type': 'Point', 'coordinates': [-117.821661, 33.661515]}",1,software,30,2006.0,0.0,Irvine
1534,Simply Continuous,-122.399412,37.787076,"{'type': 'Point', 'coordinates': [-122.399412, 37.787076]}",1,other,15,2006.0,0.0,San Francisco
1535,Gimigo,-93.226503,44.859587,"{'type': 'Point', 'coordinates': [-93.226503, 44.859587]}",1,analytics,4,2013.0,0.0,Seattle
1536,thePlatform,-122.356027,47.617838,"{'type': 'Point', 'coordinates': [-122.356027, 47.617838]}",1,web,130,2000.0,8000000.0,Seattle
1537,Gay Ad Network,-80.18172,26.172111,"{'type': 'Point', 'coordinates': [-80.18172, 26.172111]}",1,advertising,3,2007.0,0.0,Ft. Lauderdale
1538,Avature,-74.009242,40.706271,"{'type': 'Point', 'coordinates': [-74.009242, 40.706271]}",1,software,120,2004.0,0.0,New York
1539,Talent Maze,-96.799778,33.081556,"{'type': 'Point', 'coordinates': [-96.799778, 33.081556]}",1,search,8,2008.0,0.0,Plano
1540,TournEase,-82.045178,28.02998,"{'type': 'Point', 'coordinates': [-82.045178, 28.02998]}",1,ecommerce,10,2006.0,3500000.0,Lakeland
1541,Stimulate Solutions,-70.650323,42.610646,"{'type': 'Point', 'coordinates': [-70.650323, 42.610646]}",1,advertising,4,,0.0,Gloucester
1542,ipsojobs,2.163194,41.406248,"{'type': 'Point', 'coordinates': [2.163194, 41.406248]}",1,software,5,2007.0,0.0,Barcelona
1543,ConceptShare,-81.0057386,46.4433096,"{'type': 'Point', 'coordinates': [-81.0057386, 46.4433096]}",1,enterprise,10,2006.0,0.0,Sudbury
1544,NewQuest,5.92224,45.591163,"{'type': 'Point', 'coordinates': [5.92224, 45.591163]}",2,advertising,12,2007.0,0.0,CHAMBERY
1545,Posterous,-122.419204,37.775196,"{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}",1,web,9,2008.0,10100000.0,San Francisco
1546,BlueWare,-85.465725,44.269056,"{'type': 'Point', 'coordinates': [-85.465725, 44.269056]}",1,software,30,1993.0,0.0,Cadillac
1547,Arsenal Interactive,-122.100333,37.429674,"{'type': 'Point', 'coordinates': [-122.100333, 37.429674]}",1,mobile,11,2007.0,0.0,Mountain VIew
1548,CleVR,-2.8457173,51.4478258,"{'type': 'Point', 'coordinates': [-2.8457173, 51.4478258]}",1,web,2,,0.0,Clevedon
1549,CareerTours,-111.926112,33.465063,"{'type': 'Point', 'coordinates': [-111.926112, 33.465063]}",1,games_video,17,2006.0,0.0,Scottsdale
1550,Solaiemes,-3.773844,40.382338,"{'type': 'Point', 'coordinates': [-3.773844, 40.382338]}",1,public_relations,12,2006.0,773022.4999764614,Madrid
1551,Swish News,-82.451142,27.98146,"{'type': 'Point', 'coordinates': [-82.451142, 27.98146]}",2,other,3,2008.0,0.0,Tampa
1552,SightSpeed,-122.292555,37.858628,"{'type': 'Point', 'coordinates': [-122.292555, 37.858628]}",1,software,25,2001.0,0.0,Berkeley
1553,Easypano,114.169241,22.313675,"{'type': 'Point', 'coordinates': [114.169241, 22.313675]}",1,software,100,2001.0,0.0,Shanghai
1554,plista,13.4124563,52.5283614,"{'type': 'Point', 'coordinates': [13.4124563, 52.5283614]}",1,advertising,100,2008.0,3800000.0,Berlin
1555,LifePics,-105.219298,40.025479,"{'type': 'Point', 'coordinates': [-105.219298, 40.025479]}",1,ecommerce,12,2000.0,1980000.0,Boulder
1556,Expensure,-0.126236,51.500152,"{'type': 'Point', 'coordinates': [-0.126236, 51.500152]}",1,mobile,3,2007.0,0.0,London
1557,ZipcodeZ,-118.4138,34.05775,"{'type': 'Point', 'coordinates': [-118.4138, 34.05775]}",1,search,50,2001.0,0.0,Los Angeles
1558,Vonage,-74.187967,40.34537,"{'type': 'Point', 'coordinates': [-74.187967, 40.34537]}",3,mobile,1500,2001.0,0.0,Holmdel
1559,SNASM,-80.082474,26.528215,"{'type': 'Point', 'coordinates': [-80.082474, 26.528215]}",1,web,2,2008.0,0.0,Boynton Beach
1560,National Transcript Center,-97.880286,30.181709,"{'type': 'Point', 'coordinates': [-97.880286, 30.181709]}",1,web,20,2006.0,0.0,Austin
1561,Jetrecord,-105.20545,40.179731,"{'type': 'Point', 'coordinates': [-105.20545, 40.179731]}",1,web,1,2008.0,0.0,Seattle
1562,Extend Media,-71.200686,42.295137,"{'type': 'Point', 'coordinates': [-71.200686, 42.295137]}",3,software,62,1991.0,33200000.000000004,Newton
